Date,Close
22/02/2024,5087.02978515625
23/02/2024,5088.7998046875
26/02/2024,5069.52978515625
27/02/2024,5078.18017578125
28/02/2024,5069.759765625
29/02/2024,5096.27001953125
01/03/2024,5137.080078125
04/03/2024,5130.9501953125
05/03/2024,5078.64990234375
06/03/2024,5104.759765625
07/03/2024,5157.35986328125
08/03/2024,5123.68994140625
11/03/2024,5117.93994140625
12/03/2024,5175.27001953125
13/03/2024,5165.31005859375
14/03/2024,5150.47998046875
15/03/2024,5117.08984375
18/03/2024,5149.419921875
19/03/2024,5178.509765625
20/03/2024,5224.6201171875
21/03/2024,5241.52978515625
22/03/2024,5234.18017578125
25/03/2024,5218.18994140625
26/03/2024,5203.580078125
27/03/2024,5248.490234375
28/03/2024,5254.35009765625
01/04/2024,5243.77001953125
02/04/2024,5205.81005859375
03/04/2024,5211.490234375
04/04/2024,5147.2099609375
05/04/2024,5204.33984375
08/04/2024,5202.39013671875
09/04/2024,5209.91015625
10/04/2024,5160.64013671875
11/04/2024,5199.06005859375
12/04/2024,5123.41015625
15/04/2024,5061.81982421875
16/04/2024,5051.41015625
17/04/2024,5022.2099609375
18/04/2024,5011.1201171875
19/04/2024,4967.22998046875
22/04/2024,5010.60009765625
23/04/2024,5070.5498046875
24/04/2024,5071.6298828125
25/04/2024,5048.419921875
26/04/2024,5099.9599609375
29/04/2024,5116.169921875
30/04/2024,5035.68994140625
01/05/2024,5018.39013671875
02/05/2024,5064.2001953125
03/05/2024,5127.7900390625
06/05/2024,5180.740234375
07/05/2024,5187.7001953125
08/05/2024,5187.669921875
09/05/2024,5214.080078125
10/05/2024,5222.68017578125
13/05/2024,5221.419921875
14/05/2024,5246.68017578125
15/05/2024,5308.14990234375
16/05/2024,5297.10009765625
17/05/2024,5303.27001953125
20/05/2024,5308.1298828125
21/05/2024,5321.41015625
22/05/2024,5307.009765625
23/05/2024,5267.83984375
24/05/2024,5304.72021484375
28/05/2024,5306.0400390625
29/05/2024,5266.9501953125
30/05/2024,5235.47998046875
31/05/2024,5277.509765625
03/06/2024,5283.39990234375
04/06/2024,5291.33984375
05/06/2024,5354.02978515625
06/06/2024,5352.9599609375
07/06/2024,5346.990234375
10/06/2024,5360.7900390625
11/06/2024,5375.31982421875
12/06/2024,5421.02978515625
13/06/2024,5433.740234375
14/06/2024,5431.60009765625
17/06/2024,5473.22998046875
18/06/2024,5487.02978515625
20/06/2024,5473.169921875
21/06/2024,5464.6201171875
24/06/2024,5447.8701171875
25/06/2024,5469.2998046875
26/06/2024,5477.89990234375
27/06/2024,5482.8701171875
28/06/2024,5460.47998046875
01/07/2024,5475.08984375
02/07/2024,5509.009765625
03/07/2024,5537.02001953125
05/07/2024,5567.18994140625
08/07/2024,5572.85009765625
09/07/2024,5576.97998046875
10/07/2024,5633.91015625
11/07/2024,5584.5400390625
12/07/2024,5615.35009765625
15/07/2024,5631.22021484375
16/07/2024,5667.2001953125
17/07/2024,5588.27001953125
18/07/2024,5544.58984375
19/07/2024,5505.0
22/07/2024,5564.41015625
23/07/2024,5555.740234375
24/07/2024,5427.1298828125
25/07/2024,5399.22021484375
26/07/2024,5459.10009765625
29/07/2024,5463.5400390625
30/07/2024,5436.43994140625
31/07/2024,5522.2998046875
01/08/2024,5446.68017578125
02/08/2024,5346.56005859375
05/08/2024,5186.330078125
06/08/2024,5240.02978515625
07/08/2024,5199.5
08/08/2024,5319.31005859375
09/08/2024,5344.16015625
12/08/2024,5344.39013671875
13/08/2024,5434.43017578125
14/08/2024,5455.2099609375
15/08/2024,5543.22021484375
16/08/2024,5554.25
19/08/2024,5608.25
20/08/2024,5597.1201171875
21/08/2024,5620.85009765625
22/08/2024,5570.64013671875
23/08/2024,5634.60986328125
26/08/2024,5616.83984375
